rec_id,deptype,depname,country,status,latitude,longitude
518,placer-sh,North Camden (Kerr-McGee deposit),United States,Occurrence,36.11666667,-88.18333333
519,placer-sh,North Stradbroke Island - Dunwich,Australia,Past byproduct producer,,
520,placer-sh,North Stradbroke,Australia,Past producer byproduct monazite,-27.58333333,153.45
521,placer-sh,North Stradbroke  - Yarraman,Australia,Past producer (1966-1972); planned future prod,-27.58333333,153.45
522,placer-sh,North Waroona (North Watoona),Australia,,,
523,placer-sh,Northeast Dunes,Brazil,Prospects,,
524,placer-sh,Okarito - Five Mile Beach,New Zealand,,,
525,placer-sh,Old Hickory (Stony Creek),United States,"Active Mine (1999), no REE prod",34.20583333,-105.7297222
526,placer-sh,Palghat,India,Occurrence,,
527,placer-sh,Panirchara,Bangladesh,,,
528,placer-sh,Paranagua,Brazil,,,
529,placer-sh,Pebane district,Madagascar,Producer byproduct monazite,-17.15,37.83333333
530,placer-sh,Peitungshanchow,Taiwan,Occurrence,,
531,placer-sh,Phan Thiet,Vietnam,,10.63333333,108.0833333
532,placer-sh,Phuket,Thailand,Byproduct producer (1988),,
533,placer-sh,Pi-In,"Korea, Republic of",Past producer (1988),,
534,placer-sh,Pinkenba,Australia,Past byproduct producer,-27.43333333,153.1166667
535,placer-sh,Pitinga,Brazil,,,
536,placer-sh,Polkotuwa,Sri Lanka,Small producer,6.483333333,79.98333333
537,placer-sh,Port Clinton,Australia,,,
538,placer-sh,Porto Seguro District,Brazil,"Past byproduct producer, Current?",-16.43333333,-39.08333333
539,placer-sh,"Prachuap Khiri Khan (Prajuab Kirikhan, Prachuab Kiri Khan)",Thailand,Intermittent byproduct producer,11.81666667,99.81666667
540,placer-sh,Prado area,Brazil,"Past byproduct producer, Current?",-17.4,-39.2
541,placer-sh,Prowse,Australia,Past producer,,
542,placer-sh,Pudavakattu,Sri Lanka,Occurrence,8.883333333,81.08333333
543,placer-sh,Pulmoddai,Sri Lanka,Byproduct producer,8.95,80.95
544,placer-sh,Puri,India,,19.75,85.41666667
545,placer-sh,Putaichow,Taiwan,Occurrence,,
546,placer-sh,Quang Ngan,Vietnam,Occurrence,16.63333333,107.4166667
547,placer-sh,Quelemane,Mozambique,Occurrence?,-17.88333333,36.85
548,placer-sh,"Qui Nhon (includes Hoi Loch, Bai Bang, Vinh Cuu, Bo Ngua)",Vietnam,,,
549,placer-sh,Rainbow Beach,Australia,Past byproduct producer,-25.9,153.0833333
550,placer-sh,Ranong,Thailand,Byproduct producer (1988),,
551,placer-sh,Richards Bay,South Africa,Byproduct producer,-28.7,32.16666667
552,placer-sh,Ross,New Zealand,,,
553,placer-sh,Sai-Lao (Quoinghi),China,Producer byproduct mon,19.25,110.6
554,placer-sh,Saltwater Lagoon,New Zealand,,,
555,placer-sh,Sandalwood,Australia,Current HM producer; REE byproduct potential,-34.95,140.1333333
556,placer-sh,Sao Joao de Barra (Barra Sao Joao),Brazil,Producer byproduct mon?,-21.38333333,-41.05
557,placer-sh,Sao Mateus,Brazil,Occurrence,-19.63333333,-40.88333333
558,placer-sh,Se Petiba,Brazil,Occurrence,-22.53333333,-44.76666667
559,placer-sh,Serra (Jacareipe),Brazil,Occurrence,-20.16666667,-39.33333333
560,placer-sh,Shilkhali,Bangladesh,,,
561,placer-sh,Singkep,Indonesia,Past producer of by-product mon,-0.5,104.4166667
562,placer-sh,Slupsk,Poland,Occurrence,,
563,placer-sh,Soledad,United States,,,
564,placer-sh,South Ham Tam,Vietnam,Occurrence,,
565,placer-sh,Stockton (Stockton Bight),Australia,Current Producer but no mon production recently,-32.83333333,151.85
566,placer-sh,Stratham South,Australia,Past producer,-33.46666667,115.5833333
567,placer-sh,Subrang,Bangladesh,,,
568,placer-sh,Takua Pa,Thailand,,8.883333333,98.35
569,placer-sh,Teknaf,Bangladesh,,20.86666667,92.3
570,placer-sh,Tingtouechow,Taiwan,,,
571,placer-sh,Tirrukkovil (Tirukkovil),Sri Lanka,Occurrence,7.116666667,81.85
572,placer-sh,Tolagnaro,Madagascar,Under development (1989),-25.03333333,47
573,placer-sh,"Tomago (Newcastle, Clybucca)",Australia,Past byproduct producer,-32.8,151.7166667
574,placer-sh,Toscanini,Namibia,Occurrence,-20.83333333,13.41666667
575,placer-sh,"Trail Ridge (Highland Trail Ridge, Starke Trail Ridge)",United States,Occurrence,30.03333333,-82.03333333
576,placer-sh,Trivandrum,India,Occurrence,8.483333333,76.91666667
577,placer-sh,Tungshanchow,Taiwan,,23.56666667,120.0666667
578,placer-sh,Tutunup,Australia,Occurrence,,
579,placer-sh,Ussangoda,Sri Lanka,,6.766666667,80.38333333
580,placer-sh,Vero Beach,United States,Past small producer byproduct mon,,
581,placer-sh,Viney Creek,Australia,Current Producer but no mon prod recently,-32.61666667,152.1166667
582,placer-sh,Vinh Cam Ranh,Vietnam,,11.88333333,109.1666667
583,placer-sh,Vinh Giat,Vietnam,,,
584,placer-sh,Vinh Mi (Vinh My),Vietnam,Occurrence,16.33333333,107.75
585,placer-sh,Vitoria District,Brazil,Active producer (1985),-18.36666667,-40.7
586,placer-sh,Vohibarika area,Madagascar,Past producer,-16.28333333,48.98333333
587,placer-sh,Vung Tau,Vietnam,,,
588,placer-sh,Waisantingchow,Taiwan,Occurrence,,
589,placer-sh,Wangtzeliaochow,Taiwan,Occurrence,,
590,placer-sh,Wangyehchow,Taiwan,Occurrence,,
591,placer-sh,Waroona (Hamel),Australia,Closed 1997,-32.83333333,115.9166667
592,placer-sh,Waroona (Hamel),Australia,Closed 1992?,-32.85,115.9166667
593,placer-sh,Waroona (Hamel),Australia,Closed 1997,,
594,placer-sh,Waroona (Hamel),Australia,Past byproduct producer,,
595,placer-sh,Wemen,Australia,Active (2001),-34.91666667,142.75
596,placer-sh,"Westport (inclueds Nine Mile Beach, Carters Beach)",New Zealand,Prospect,-41.1,171.4
597,placer-sh,Williamstown,Australia,Prospect,,
598,placer-sh,"WIM 150 (Drung South, CRA, Horsham)",Australia,Potential resource,-36.71666667,142.2
599,placer-sh,Wonnerup,Australia,,-33.61666667,115.4166667
600,placer-sh,Wonnerup Beach,Australia,Past producer,-33.61666667,115.4166667
601,placer-sh,Woornack,Australia,Potential resource,,
602,placer-sh,Wuzhaung (Baoding),China,Producer byproduct monazite,18.71666667,110.3666667
603,placer-sh,Xinglong,China,Producer byproduct monazite,,
604,placer-sh,Xitou,China,Producer byproduct monazite,,
605,placer-sh,Yangjiang (Nanshanhai),China,Producer byproduct monazite,21.6244,111.7194
606,placer-sh,Yarloop,Australia,Current Producer,-32.96666667,115.9
607,placer-sh,Yarraman,Australia,Current Producer?,,
608,placer-sh,Yoganup (Yoganup Central),Australia,Current Producer?,-33.65,115.55
609,placer-sh,Yoganup Extended,Australia,Past byproduct producer,-33.6,115.6666667
610,placer-sh,Yoganup North (Boyanup),Australia,Past byproduct producer; Closed 1998,-33.48333333,115.7333333
611,placer-sh,Yulee,United States,,,
612,placer-sh,Zhanjiang district,China,Producer byproduct monazite,21.2,110.4666667
613,placer-al,Atlantida,Uruguay,,-35.2,-55.8
614,placer-al,Ban Yun,Thailand,,,
615,placer-al,Bang Lin,Thailand,,,
616,placer-al,Batang Berjuntai area,Malaysia,Producer byproduct mon/xen,3.333333333,101.5
617,placer-al,Batang Padang,Malaysia,Producer byproduct mon/xen,,
618,placer-al,Bates Hole area,United States,Occurrence,,
619,placer-al,Bear Valley,United States,Small past producer,44.35,-115.4
620,placer-al,Beihei District,China,,21.48333333,109.0833333
621,placer-al,Bidor Malaya Mine,Malaysia,Producer,,
622,placer-al,Big Creek,United States,Past producer,44.46666667,-115.9833333
623,placer-al,Carolina monazite belt,United States,,,
624,placer-al,Chamberlin District,United States,Occurrence,45.31666667,-115.1166667
625,placer-al,Chao Fa Mine,Thailand,,,
626,placer-al,Chumphon,Thailand,Producer byproduct mon/xen,,
627,placer-al,Circle,United States,,65.5,-144.75
628,placer-al,Dianbai,China,,21.55,111.2666667
629,placer-al,El Dorado Creek area,United States,,65.93333333,-166.2
630,placer-al,Fortymile,United States,,64.33333333,-142
631,placer-al,Gambang area,Malaysia,Producer byproduct mon/xen,,
632,placer-al,Gold Fork-Little Valley,United States,Occurrence,44.68333333,-115.9666667
633,placer-al,Heinze Basin,Burma,Occurrence,14.6,98.05
634,placer-al,Horse Creek (Aiken County),United States,Past producer of monazite,33.5,-81.9
635,placer-al,Hot Springs,United States,,65.16666667,-151
636,placer-al,Iditarod,United States,,62.5,-158.5
637,placer-al,Janghowon,"Korea, Republic of",,37.16666667,127.5
638,placer-al,Jos Plateau,Nigeria,,9.5,8
639,placer-al,Kanbauk,Burma,Occurrence,14.6,98.05
640,placer-al,Kinta Kellas Batu Gajah Mine,Malaysia,Producer,,
641,placer-al,Kinta Valley (Lahat),Malaysia,Producer byproduct mon/xen,4.5,101.1666667
642,placer-al,Kluan Tong Mine,Thailand,Producer byproduct mon/xen,,
643,placer-al,Kuala Lumpur area,Malaysia,Producer byproduct mon/xen,3,101.75
644,placer-al,Kuwn-Thong,Thailand,,,
645,placer-al,Kwangsangun,"Korea, Republic of",,35.16666667,126.8333333
646,placer-al,Kyan Chaung,Burma,Occurrence,13.5,98.33333333
647,placer-al,Lahat Mine,Malaysia,Occurrence,,
648,placer-al,Lamawpyin-Shwedu Chaung,Burma,Occurrence,,
649,placer-al,Layan,Thailand,Producer byproduct mon/xen,,
650,placer-al,Long Valley,United States,Past producer,,
651,placer-al,Madianhe,China,,21.55,111.2666667
652,placer-al,Main Khao,Thailand,Producer byproduct mon/xen,,
653,placer-al,Mageng (Magang),China,Occurrence?,,
654,placer-al,Marion,United States,Past byproduct producer,,
655,placer-al,McGrath,United States,,62.75,-155
656,placer-al,Mit-Thawi,Thailand,Producer byproduct mon/xen,,
657,placer-al,Momi River,Indonesia,Occurrence,,
658,placer-al,Mogok,Burma,Occurrence,22.90833333,96.5
659,placer-al,Mong Kung,Burma,Occurrence,21.61666667,97.525
660,placer-al,Muong Hum,Vietnam,,,
661,placer-al,Namdaecheon River (Muju area),"Korea, Republic of",,35,126.6666667
662,placer-al,Oak Grove,United States,Occurrence,36.38333333,-88.16666667
663,placer-al,Pearsol Creek,United States,,44.51666667,-116.0833333
664,placer-al,Pitinga,Brazil,Potential. byproduct,-0.75,-60.11666667
665,placer-al,Port Clarence,United States,,65.66666667,-166.5
666,placer-al,Qinzhou (Qinxian),China,Producer byproduct monazite,21.98333333,108.6
667,placer-al,Ramey Meadows,United States,Occurrence,45.26666667,-115.1833333
668,placer-al,Ranchi-Purulia,India,Byproduct REE from Ti mining,23.41666667,86
669,placer-al,Rio Tercero,Argentina,Occurrence,-32.03333333,-64.2
670,placer-al,Ruby Meadows,United States,,64.41666667,-154.3333333
671,placer-al,Ruby Meadows,United States,,,
672,placer-al,Sai-Chon,Thailand,,,
673,placer-al,Sakagyi,Burma,Occurrence,22.93277778,96.21666667
674,placer-al,Sao Gonçalo do Sapucai area,Brazil,Under development (1989),-21.93333333,-45.66666667
675,placer-al,Silica Mine,United States,"Producer, but does not recover REO",36.03333333,-88.18333333
676,placer-al,Sin-Krasom,Thailand,,,
677,placer-al,Soun-Miyang,"Korea, Republic of",,36.91666667,127.3333333
678,placer-al,Southern Malayan Batu Gajah Mine,Malaysia,Producer,,
679,placer-al,Thawi-Thap,Thailand,Producer byproduct monazite,,
680,placer-al,Tolovana,United States,,65.5,-148.1666667
681,placer-al,Tronoh Mines,Malaysia,Producer,,
682,placer-al,Wan Hapalam,Burma,Occurrence,21.53333333,97.3
683,placer-al,Warm Spring Creek placers,United States,Occurrence,,
684,placer-al,Witchit,Thailand,,,
685,placer-al,Xintou,China,,,
686,placer-al,Xun Jiang,China,Prospect (1993),23.5,110.8333333
687,placer-al,Yadanabon Mine,Burma,,11.28472222,99.28333333
688,placer-al,Yongsanpo,"Korea, Republic of",,34.91666667,126.6666667
689,placer-al,Yueyang,China,Byproduct producer?,29.38333333,113.1
690,placer-al,Zhanjiang,China,,21.2,110.4666667
691,placer-unc,Bangalore,India,Occurrence,,
692,placer-unc,Careacu,Brazil,Occurrence,-22.03333333,-45.7
693,placer-unc,Chilka Lake,India,,19.76666667,85.33333333
694,placer-unc,Cordislandia,Brazil,Occurrence,,
695,placer-unc,Cuxhaven,Germany,,,
696,placer-unc,Gaya,India,Occurrence,24.78333333,85
697,placer-unc,Hazaribagh,India,Occurrence,,
698,placer-unc,Kembajan Mountains,Indonesia,Occurrence,,
699,placer-unc,Koraput,India,Occurrence,,
700,placer-unc,Sabarkantha,India,Occurrence,,
701,placer-unc,Sanbagoma,Mauritania,,15.58333333,-11.95
702,placer-unc,Sinoe County,Liberia,,5.333333333,-8.666666667
703,placer-unc,Visakhapatnam,India,Occurrence,17.7,83.3
704,placer-unc,Tin fields,Rwanda,,,
705,placer-pal,Archie Lake,Canada,Occurrence,,
706,placer-pal,Baja Guainia area,Colombia,Occurrence,,
707,placer-pal,Bald Mountain,United States,Potential resource,41.29467,-105.322
708,placer-pal,Elliott Lake (Blind River)- Denison,Canada,Past U producer with byproduct REE,46.48333333,-82.53333333
709,placer-pal,Elliott Lake (Blind River)- Quirke-Panel,Canada,Past U producer with byproduct REE,46.5,-82.63333333
710,placer-pal,Elliott Lake (Blind River)- Stanleigh,Canada,U producer; Potential REE resource,46.4,-82.63333333
711,placer-pal,Grass Creek area,United States,Occurrence,,
712,placer-pal,McLean Lake,Canada,Occurrence,,
713,placer-pal,Oak Grove,United States,Occurrence,36.38333333,-88.16666667
714,placer-pal,Onemile Creek area,United States,Occurrence,,
715,placer-pal,Wheeler River,Canada,,,
716,placer-pal,Witwatersrand,South Africa,,,
717,placer-pal,Williams Lake- Maw zone,Canada,Occurrence,,
718,phos,Abu Tartar,Egypt,Active P mine,25.43333333,30.03333333
719,phos,Blackfoot Bridge,United States,Occurrence,42.11666667,-111.5166667
720,phos,Bofal-Loubboira (Wadi Guellouar),Mauritania,Occurrence,16.41666667,-13.75
721,phos,Caldwell Canyon,United States,Occurrence,42.73333333,-111.3666667
722,phos,Champ,United States,Occurrence,42.66666667,-111.2666667
723,phos,Conda,United States,,42.73333333,-111.5333333
724,phos,Dnieprodzerzhinsk,Ukraine,Producer,,
725,phos,Gay and South Forty,United States,Occurrence,43.05,-112.1166667
726,phos,Henry,United States,Past byproduct producer?,42.88333333,-111.4666667
727,phos,Husky,United States,Occurrence,42.7,-111.25
728,phos,Kunyang,China,Occurrence,24.66666667,102.5833333
729,phos,Maybe Canyon (Maybie),United States,Past byproduct producer?,42.75,-111.3
730,phos,Mountain Fuel,United States,Occurrence,42.65,-111.2833333
731,phos,North Henry,United States,Occurrence,42.9,-111.5
732,phos,Schevchenko,Kazakhstan,Byproduct producer of Eu (1995),,
733,phos,Smoky Canyon,United States,Byproduct producer?,42.71666667,-111.1333333
734,phos,Swan Lake Gulch,United States,Potential producer,42.63333333,-111.4166667
735,phos,Trail Creek,United States,Occurrence,42.73333333,-111.4166667
736,phos,Wooley Valley,United States,Past byproduct producer?,42.83333333,-111.4
737,phos,Xinhua,China,,26.7,105.75
738,phos,Zhijin,China,Occurrence,26.68333333,105.6166667
739,oth-baux,Lake Innes,Australia,Occurrence,-31.5,152.8833333
740,oth-baux,Xiuwen,China,Occurrence,26.85,106.5833333
741,oth-f,Rexspar (Birch Island),Canada,,,
742,oth-f,Buffalo Fluorspar,South Africa,Occurrence,-24.5,28.5
743,oth-f,Encantada-Buena Vista area,Mexico,Producer of F,28.5,-102.5
744,oth-f,Fatima area,Mexico,Small past producer of Sr and RE?,28.55,-102.5166667
745,oth-f,Gallinas Mountains,United States,Very small past producer,34.2,-105.7333333
746,oth-f,Naboomspruit,South Africa,Small byproduct producer,,
747,oth-f,Snowbird,United States,Occurrence,46.78405,-114.77014
748,oth-pb,Korsnas Mine,Finland,Past byproduct producer (1988),,
749,oth-pb,M'Fouati,Congo (Zaire),Occurrence,,
750,oth-u,Agnew Lake,Canada,,46.42919,-81.6309
751,oth-u,Bancroft-Haliburton  area,Canada,,45.5,-77.5
752,oth-u,Denison,Canada,U producer; Potential  REE resource,,
753,oth-u,Eagle Creek,United States,,64.7,-162.7666667
754,oth-u,Mary Kathleen,Australia,Past Producer w/ reserves,-20.73333333,140.0166667
755,oth-u,McArthur River,Canada,Occurrence,57.75,-106
756,oth-u,Port Pirie (Radium Hill),Australia,Potential producer,-33.2,138
757,oth-u,Wheeler River,Canada,Occurrence,,
758,oth-unc,Alto Ligonha,Mozambique,,-15.75,39
759,oth-unc,Baima,China,,,
760,oth-unc,Boorama,Somalia,Occurrence,10.05,43.08333333
761,oth-unc,Changling,China,,,
762,oth-unc,Dalucao,China,,,
763,oth-unc,Dongqing,China,,,
764,oth-unc,Duémé,Benin,,,
765,oth-unc,Fremont Butte,United States,Occurrence,,
766,oth-unc,Gangkou,China,,,
767,oth-unc,Grenville,Canada,,,
768,oth-unc,Hueyang Mine,China,,,
769,oth-unc,Jabal Ar Rabuts,Saudi Arabia,Occurrence,25.58333333,41.05
770,oth-unc,Jabal Awja,Saudi Arabia,Occurrence,25.83333333,41.01666667
771,oth-unc,Jabal Ebed,Saudi Arabia,Occurrence,25.95,40.88333333
772,oth-unc,Jabal Kuara,Saudi Arabia,Occurrence,25.78333333,40.91666667
773,oth-unc,Kavaronge,Congo (Zaire),,,
774,oth-unc,Kutessiask,Kyrgyzstan,Producer,,
775,oth-unc,Little Friar Mountain,United States,Occurrence,37.76666667,-79.1
776,oth-unc,Marhuanta,Venezuela,Occurrence,7.083333333,-63.51666667
777,oth-unc,Mengwang,China,,,
778,oth-unc,Moshikeng,China,,29.91666667,121.25
779,oth-unc,Nanshanxia,China,,,
780,oth-unc,No. 101,China,,,
781,oth-unc,Owella Estate (Matale),Sri Lanka,,,
782,oth-unc,Rodeo de Los Molles,Argentina,Occurrence,,
783,oth-unc,Ryunan,China,,,
784,oth-unc,San Antonio,Venezuela,Occurrence,7.743055556,-63.575
785,oth-unc,Sanlangyan,China,,29.65,112.7833333
786,oth-unc,Sao Sebastio da Bela Vista,Brazil,Occurrence,,
787,oth-unc,Saulia,Congo (Zaire),Small producer  (1987),-2.916666667,25.75
788,oth-unc,Shuitai,China,,,
789,oth-unc,Sudbury,Canada,,,
790,oth-unc,Tanmen,China,,,
791,oth-unc,Taohualashan,China,,39,101.3333333
792,oth-unc,Umgabab,South Africa,Past small producer,,
793,oth-unc,Unsan,North Korea,,,
794,oth-unc,Urumqi,China,,,
795,oth-unc,Wadi el Sahrm,Egypt,Occurrence,24.73333333,35.01666667
796,oth-unc,Wuzhou,China,,23.48333333,111.3166667
797,oth-unc,Xing'an,China,,45.16666667,120.5
798,oth-unc,Xueshan,China,,,
799,oth-unc,Ytterby Mine,Sweden,,59.43333333,18.33333333
